"aangrenzendeGemeenten", "http://nl.dbpedia.org/property/aangrenzendeGemeenten"
"directeur", "http://nl.dbpedia.org/property/directeur"
"conservator", "http://nl.dbpedia.org/property/conservator"
"russischeNaam", "http://nl.dbpedia.org/property/russischeNaam"
"federaalDistrict", "http://nl.dbpedia.org/property/federaalDistrict"
"rangBevolking", "http://nl.dbpedia.org/property/rangBevolking"
"kentekennummer", "http://nl.dbpedia.org/property/kentekennummer"
"namen", "http://nl.dbpedia.org/property/namen"
"uitgiftedatum", "http://nl.dbpedia.org/property/uitgiftedatum"
"th2j", "http://nl.dbpedia.org/property/th2j"
"th3j", "http://nl.dbpedia.org/property/th3j"
"th4w", "http://nl.dbpedia.org/property/th4w"
"th6j", "http://nl.dbpedia.org/property/th6j"
"th7w", "http://nl.dbpedia.org/property/th7w"
"th8w", "http://nl.dbpedia.org/property/th8w"
"th10w", "http://nl.dbpedia.org/property/th10w"
"nh3j", "http://nl.dbpedia.org/property/nh3j"
"nh4w", "http://nl.dbpedia.org/property/nh4w"
"nh6j", "http://nl.dbpedia.org/property/nh6j"
"nh7j", "http://nl.dbpedia.org/property/nh7j"
"nh8w", "http://nl.dbpedia.org/property/nh8w"
"nh10w", "http://nl.dbpedia.org/property/nh10w"
"zh2j", "http://nl.dbpedia.org/property/zh2j"
"zh3w", "http://nl.dbpedia.org/property/zh3w"
"zh4w", "http://nl.dbpedia.org/property/zh4w"
"zh6w", "http://nl.dbpedia.org/property/zh6w"
"zh8w", "http://nl.dbpedia.org/property/zh8w"
"zh10j", "http://nl.dbpedia.org/property/zh10j"
"tl1j", "http://nl.dbpedia.org/property/tl1j"
"tl2j", "http://nl.dbpedia.org/property/tl2j"
"tl3j", "http://nl.dbpedia.org/property/tl3j"
"tl4w", "http://nl.dbpedia.org/property/tl4w"
"tl5w", "http://nl.dbpedia.org/property/tl5w"
"tl7w", "http://nl.dbpedia.org/property/tl7w"
"tl8w", "http://nl.dbpedia.org/property/tl8w"
"tl10j", "http://nl.dbpedia.org/property/tl10j"
"nl1j", "http://nl.dbpedia.org/property/nl1j"
"nl2w", "http://nl.dbpedia.org/property/nl2w"
"nl3w", "http://nl.dbpedia.org/property/nl3w"
"nl5j", "http://nl.dbpedia.org/property/nl5j"
"nl7j", "http://nl.dbpedia.org/property/nl7j"
"nl8w", "http://nl.dbpedia.org/property/nl8w"
"nl9w", "http://nl.dbpedia.org/property/nl9w"
"zl1w", "http://nl.dbpedia.org/property/zl1w"
"zl3j", "http://nl.dbpedia.org/property/zl3j"
"zl4w", "http://nl.dbpedia.org/property/zl4w"
"zl6j", "http://nl.dbpedia.org/property/zl6j"
"zl7j", "http://nl.dbpedia.org/property/zl7j"
"zl8w", "http://nl.dbpedia.org/property/zl8w"
"zl9w", "http://nl.dbpedia.org/property/zl9w"
"wrl", "http://nl.dbpedia.org/property/wrl"
"rvv", "http://nl.dbpedia.org/property/rvv"
"streep", "http://nl.dbpedia.org/property/streep"
"opaciteit", "http://nl.dbpedia.org/property/opaciteit"
"pleochroïsme", "http://nl.dbpedia.org/property/pleochroïsme"
"kristalklasse", "http://nl.dbpedia.org/property/kristalklasse"
"ruimtegroep", "http://nl.dbpedia.org/property/ruimtegroep"
"bedenker", "http://nl.dbpedia.org/property/bedenker"
"missies", "http://nl.dbpedia.org/property/missies"
"herkomstNaam", "http://nl.dbpedia.org/property/herkomstNaam"
"laatste", "http://nl.dbpedia.org/property/laatste"
"satellieten", "http://nl.dbpedia.org/property/satellieten"
"iss", "http://nl.dbpedia.org/property/iss"
"statusbron", "http://nl.dbpedia.org/property/statusbron"
"geopend", "http://nl.dbpedia.org/property/geopend"
"snelsteronde", "http://nl.dbpedia.org/property/snelsteronde"
"x", "http://nl.dbpedia.org/property/x"
"y", "http://nl.dbpedia.org/property/y"
"scale", "http://nl.dbpedia.org/property/scale"
"text", "http://nl.dbpedia.org/property/text"
"hongnaam", "http://nl.dbpedia.org/property/hongnaam"
"departementen", "http://nl.dbpedia.org/property/departementen"
"westCoord", "http://nl.dbpedia.org/property/westCoord"
"stdcode", "http://nl.dbpedia.org/property/stdcode"
"censusYr", "http://nl.dbpedia.org/property/censusYr"
"breedtemax", "http://nl.dbpedia.org/property/breedtemax"
"dubbelbreking", "http://nl.dbpedia.org/property/dubbelbreking"
"positiekaart", "http://nl.dbpedia.org/property/positiekaart"
"jurisdictie", "http://nl.dbpedia.org/property/jurisdictie"
"inwonersJaar", "http://nl.dbpedia.org/property/inwonersJaar"
"stadstatus", "http://nl.dbpedia.org/property/stadstatus"
"opbrengst", "http://nl.dbpedia.org/property/opbrengst"
"vervolg", "http://nl.dbpedia.org/property/vervolg"
"voiceOver", "http://nl.dbpedia.org/property/voiceOver"
"kraj", "http://nl.dbpedia.org/property/kraj"
"okatonummer", "http://nl.dbpedia.org/property/okatonummer"
"onderwerp", "http://nl.dbpedia.org/property/onderwerp"
"attributen", "http://nl.dbpedia.org/property/attributen"
"flagdetails", "http://nl.dbpedia.org/property/flagdetails"
"adres", "http://nl.dbpedia.org/property/adres"
"imperator", "http://nl.dbpedia.org/property/imperator"
"muzikanten", "http://nl.dbpedia.org/property/muzikanten"
"specialisaties", "http://nl.dbpedia.org/property/specialisaties"
"buurgemeenten", "http://nl.dbpedia.org/property/buurgemeenten"
"volkeren", "http://nl.dbpedia.org/property/volkeren"
"hispLat", "http://nl.dbpedia.org/property/hispLat"
"koptekst", "http://nl.dbpedia.org/property/koptekst"
"gedeeld", "http://nl.dbpedia.org/property/gedeeld"
"belangrijkheid", "http://nl.dbpedia.org/property/belangrijkheid"
"locatieafbeelding", "http://nl.dbpedia.org/property/locatieafbeelding"
"uitstroom", "http://nl.dbpedia.org/property/uitstroom"
"gemdiepte", "http://nl.dbpedia.org/property/gemdiepte"
"reflectorDiameter", "http://nl.dbpedia.org/property/reflectorDiameter"
"instrument1Eigenschappen", "http://nl.dbpedia.org/property/instrument1Eigenschappen"
"publicaties", "http://nl.dbpedia.org/property/publicaties"
"bezetting", "http://nl.dbpedia.org/property/bezetting"
"uitdienst", "http://nl.dbpedia.org/property/uitdienst"
"adoptiefouders", "http://nl.dbpedia.org/property/adoptiefouders"
"maximumsnelheid", "http://nl.dbpedia.org/property/maximumsnelheid"
"hoofddoelgroep", "http://nl.dbpedia.org/property/hoofddoelgroep"
"eersteReferentie", "http://nl.dbpedia.org/property/eersteReferentie"
"meestWestelijkePunt", "http://nl.dbpedia.org/property/meestWestelijkePunt"
"graysubject", "http://nl.dbpedia.org/property/graysubject"
"graypage", "http://nl.dbpedia.org/property/graypage"
"zenuw", "http://nl.dbpedia.org/property/zenuw"
"title", "http://nl.dbpedia.org/property/title"
"locatiekaartspecifiek", "http://nl.dbpedia.org/property/locatiekaartspecifiek"
"troef", "http://nl.dbpedia.org/property/troef"
"ns", "http://nl.dbpedia.org/property/ns"
"wk", "http://nl.dbpedia.org/property/wk"
"wr", "http://nl.dbpedia.org/property/wr"
"hebreeuws", "http://nl.dbpedia.org/property/hebreeuws"
"vertakkingen", "http://nl.dbpedia.org/property/vertakkingen"
"rangDichth", "http://nl.dbpedia.org/property/rangDichth"
"atlMicro", "http://nl.dbpedia.org/property/atlMicro"
"position", "http://nl.dbpedia.org/property/position"
"doodsoorzaak", "http://nl.dbpedia.org/property/doodsoorzaak"
"methoden", "http://nl.dbpedia.org/property/methoden"
